DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - São Paulo
Casos Prováveis por Município de notificação e Mês 1º Sintoma(s)
Período:2015
"Município de notificação";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"353000 MIRA ESTRELA";-;1;2;9;22;6;4;4;-;-;2;1;1;52
"353010 MIRANDOPOLIS";-;12;30;70;183;125;36;9;11;8;28;89;196;797
"353020 MIRANTE DO PARANAPANEMA";-;4;13;79;31;4;-;-;1;1;-;3;5;141
"353030 MIRASSOL";-;19;26;48;118;115;58;18;8;1;1;2;1;415
"353040 MIRASSOLANDIA";-;2;7;39;28;31;7;1;-;1;-;-;-;116
"353050 MOCOCA";-;875;1130;791;323;150;42;3;3;3;2;6;38;3366
"353060 MOGI DAS CRUZES";-;9;47;397;667;283;48;4;2;1;2;10;25;1495
"353070 MOGI GUACU";-;833;2711;4043;1097;327;38;17;5;6;10;9;32;9128
"353080 MOGI MIRIM";-;697;1157;85;2;3;1;3;1;4;7;5;26;1991
"353090 MOMBUCA";-;-;-;2;22;3;3;-;-;-;-;-;-;30
"353100 MONCOES";-;7;2;10;7;11;5;6;2;3;-;1;1;55
"353110 MONGAGUA";-;201;237;61;103;39;1;-;1;9;8;5;28;693
"353120 MONTE ALEGRE DO SUL";-;1;12;43;38;7;1;-;1;-;-;-;-;103
"353130 MONTE ALTO";-;5;9;42;136;113;3;3;3;1;2;3;1;321
"353140 MONTE APRAZIVEL";-;5;54;167;114;60;30;10;6;-;1;-;1;448
"353150 MONTE AZUL PAULISTA";-;8;39;95;103;82;22;16;6;4;1;3;33;412
"353160 MONTE CASTELO";-;-;7;22;4;3;2;2;-;-;-;-;1;41
"353170 MONTEIRO LOBATO";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"353180 MONTE MOR";-;6;120;450;240;11;1;-;2;1;3;8;3;845
"353190 MORRO AGUDO";-;1;6;18;25;12;2;2;-;2;-;1;8;77
"353200 MORUNGABA";-;-;4;4;9;15;2;-;-;-;-;-;-;34
"353205 MOTUCA";-;-;2;4;10;3;1;-;-;-;-;-;-;20
"353210 MURUTINGA DO SUL";-;-;6;19;38;10;6;1;6;-;4;-;4;94
"353215 NANTES";-;-;2;1;2;4;4;-;-;-;-;-;-;13
"353220 NARANDIBA";-;2;3;4;7;3;1;-;-;-;-;-;2;22
"353230 NATIVIDADE DA SERRA";-;-;2;2;1;1;-;-;-;-;-;-;-;6
"353240 NAZARE PAULISTA";-;2;-;10;23;18;-;-;-;-;-;-;-;53
"353250 NEVES PAULISTA";-;87;172;289;87;23;20;7;4;2;4;3;6;704
"353260 NHANDEARA";-;1;6;15;35;25;15;10;2;1;4;-;2;116
"353270 NIPOA";-;2;14;48;49;25;2;-;-;-;-;-;3;143
"353280 NOVA ALIANCA";-;-;7;29;76;35;7;2;4;-;-;1;-;161
"353284 NOVA CANAA PAULISTA";-;82;61;76;33;25;11;3;7;2;-;4;2;306
"353290 NOVA EUROPA";-;-;3;16;17;13;6;-;-;-;1;-;1;57
"353300 NOVA GRANADA";-;9;10;44;32;25;10;2;1;-;-;-;1;134
"353310 NOVA GUATAPORANGA";-;-;1;22;19;15;9;2;7;-;1;1;1;78
"353320 NOVA INDEPENDENCIA";-;1;11;36;7;1;1;1;-;-;-;-;-;58
"353325 NOVAIS";-;25;31;27;9;6;-;-;-;-;1;-;2;101
"353330 NOVA LUZITANIA";-;-;-;7;1;1;-;-;-;-;2;-;-;11
"353340 NOVA ODESSA";-;9;131;436;738;507;61;1;-;-;-;1;-;1884
"353350 NOVO HORIZONTE";-;32;41;96;104;48;12;2;2;3;1;1;4;346
"353360 NUPORANGA";-;9;79;78;6;-;1;-;-;-;-;-;9;182
"353370 OCAUCU";-;12;23;10;-;-;-;-;-;-;-;3;2;50
"353380 OLEO";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"353390 OLIMPIA";-;12;42;147;199;89;29;16;15;1;5;3;5;563
"353400 ONDA VERDE";-;-;41;213;336;95;32;2;-;1;-;-;-;720
"353410 ORIENTE";-;31;61;72;6;11;10;1;8;2;-;-;1;203
"353420 ORINDIUVA";-;1;21;32;25;23;2;1;-;-;-;2;-;107
"353430 ORLANDIA";-;7;32;68;199;152;20;2;1;2;-;-;20;503
"353440 OSASCO";-;47;257;817;622;230;29;2;4;3;3;8;25;2047
"353450 OSCAR BRESSANE";-;9;16;14;8;1;-;-;-;-;-;-;-;48
"353460 OSVALDO CRUZ";-;4;35;242;422;84;3;8;7;6;8;5;18;842
"353470 OURINHOS";-;303;1357;2282;1716;532;42;6;5;1;4;9;13;6270
"353475 OUROESTE";-;-;5;16;61;70;73;24;5;1;1;2;1;259
"353480 OURO VERDE";-;5;6;22;89;32;7;4;2;-;-;-;-;167
"353490 PACAEMBU";-;-;16;50;40;15;-;1;41;5;1;2;1;172
"353500 PALESTINA";-;1;13;28;82;99;79;14;3;1;1;1;1;323
"353510 PALMARES PAULISTA";-;30;114;119;100;68;19;5;2;1;1;-;-;459
"353520 PALMEIRA D'OESTE";-;4;4;22;26;8;1;-;-;-;-;-;11;76
"353530 PALMITAL";-;52;85;234;160;28;4;2;2;1;1;1;3;573
"353540 PANORAMA";-;9;43;58;46;22;9;5;1;-;-;11;5;209
"353550 PARAGUACU PAULISTA";-;1047;2160;1120;282;55;10;2;-;-;-;4;15;4695
"353560 PARAIBUNA";-;7;15;31;9;3;-;-;-;-;-;-;-;65
"353570 PARAISO";-;14;31;28;10;12;-;-;-;-;-;-;1;96
"353580 PARANAPANEMA";-;-;12;65;17;2;-;-;1;-;-;-;-;97
"353590 PARANAPUA";-;-;6;55;107;82;27;10;1;1;-;-;4;293
"353600 PARAPUA";-;11;90;182;118;19;-;3;1;1;1;1;4;431
"353610 PARDINHO";-;-;-;10;2;-;-;-;-;-;-;-;-;12
"353620 PARIQUERA-ACU";-;3;11;53;68;59;10;1;3;2;4;1;2;217
"353625 PARISI";-;5;2;6;6;4;4;2;1;-;-;1;1;32
"353630 PATROCINIO PAULISTA";-;-;4;23;49;54;2;1;1;-;-;1;4;139
"353640 PAULICEIA";-;21;21;57;53;27;14;2;-;-;-;-;5;200
"353650 PAULINIA";-;105;275;925;1359;516;76;50;30;22;38;25;40;3461
"353657 PAULISTANIA";-;1;1;14;-;-;-;-;-;-;-;-;-;16
"353660 PAULO DE FARIA";-;10;10;45;44;-;-;-;-;3;4;1;3;120
"353670 PEDERNEIRAS";-;6;76;296;170;35;10;5;4;1;2;-;2;607
"353680 PEDRA BELA";-;-;-;2;1;1;-;-;-;1;-;-;-;5
"353690 PEDRANOPOLIS";-;1;1;4;7;12;2;-;1;1;-;-;3;32
"353700 PEDREGULHO";-;2;14;17;12;12;1;-;1;-;-;1;1;61
"353710 PEDREIRA";-;5;24;97;117;43;11;5;1;-;1;-;3;307
"353715 PEDRINHAS PAULISTA";-;4;19;32;12;6;2;-;-;-;-;-;-;75
"353720 PEDRO DE TOLEDO";-;-;58;73;66;-;-;-;-;-;-;-;-;197
"353730 PENAPOLIS";-;997;1336;375;251;13;2;2;1;2;6;6;28;3019
"353740 PEREIRA BARRETO";-;17;39;83;74;36;12;5;4;9;30;28;17;354
"353750 PEREIRAS";-;-;1;1;8;14;-;-;1;-;-;-;-;25
"353760 PERUIBE";-;213;359;1400;103;1;1;1;-;-;-;1;32;2111
"353770 PIACATU";-;2;5;8;3;2;1;-;-;-;-;-;1;22
"353780 PIEDADE";-;2;23;89;43;10;1;-;-;-;-;-;-;168
"353790 PILAR DO SUL";-;-;3;17;14;4;-;-;-;-;-;-;-;38
"353800 PINDAMONHANGABA";-;17;43;137;374;290;110;20;2;-;4;6;12;1015
"353810 PINDORAMA";-;62;141;90;61;48;7;8;2;-;5;-;-;424
"353820 PINHALZINHO";-;-;-;2;2;-;-;-;-;-;-;-;-;4
"353830 PIQUEROBI";-;-;-;3;1;1;2;1;-;-;-;1;-;9
"353850 PIQUETE";-;-;-;20;60;45;4;1;-;-;-;-;1;131
"353860 PIRACAIA";-;1;22;225;132;19;2;-;-;-;1;-;-;402
"353870 PIRACICABA";-;59;263;1175;1408;658;104;31;10;5;3;2;56;3774
"353880 PIRAJU";-;2;7;15;30;10;1;-;-;1;-;-;1;67
"353890 PIRAJUI";-;177;403;503;300;108;8;1;1;1;1;1;1;1505
"353900 PIRANGI";-;212;236;228;142;39;5;2;5;13;20;18;11;931
"353910 PIRAPORA DO BOM JESUS";-;-;16;106;45;23;-;1;-;-;3;-;-;194
"353920 PIRAPOZINHO";-;5;162;598;616;114;15;3;-;1;1;3;5;1523
"353930 PIRASSUNUNGA";-;913;1578;1204;406;162;11;6;1;3;7;3;23;4317
"353940 PIRATININGA";-;6;42;89;151;100;12;1;-;-;-;-;2;403
"353950 PITANGUEIRAS";-;-;7;22;74;77;47;8;4;2;3;9;19;272
"353960 PLANALTO";-;2;11;50;117;94;20;5;3;2;-;2;-;306
"353970 PLATINA";-;9;9;10;11;1;-;-;-;-;-;-;-;40
"353980 POA";-;2;15;95;107;40;13;1;-;-;-;-;1;274
"353990 POLONI";-;-;7;13;23;14;1;-;1;-;-;-;-;59
"354000 POMPEIA";-;393;335;119;24;6;4;-;1;-;-;1;11;894
"354010 PONGAI";-;-;3;19;4;-;-;-;-;-;-;-;-;26
"354020 PONTAL";-;2;4;9;32;42;28;10;8;5;9;18;67;234
"354025 PONTALINDA";-;1;2;8;60;32;6;1;2;2;-;-;1;115
"354030 PONTES GESTAL";-;2;4;10;4;14;9;9;1;8;7;26;20;114
"354040 POPULINA";-;-;27;67;3;4;-;-;-;2;1;-;-;104
"354050 PORANGABA";-;-;1;9;7;5;-;-;-;-;-;-;-;22
"354060 PORTO FELIZ";-;11;96;322;182;74;11;2;-;-;3;-;1;702
"354070 PORTO FERREIRA";-;1108;1434;1204;520;125;16;-;2;7;6;5;62;4489
"354075 POTIM";-;15;43;221;386;248;46;3;4;1;-;-;-;967
"354080 POTIRENDABA";-;5;15;63;31;18;4;3;3;-;-;2;6;150
"354085 PRACINHA";-;4;3;7;4;9;2;2;-;-;-;-;-;31
"354090 PRADOPOLIS";-;4;5;14;33;15;1;2;-;-;1;1;-;76
"354100 PRAIA GRANDE";-;19;240;1214;1084;472;57;7;7;3;6;9;26;3144
"354105 PRATANIA";-;-;1;3;6;2;-;-;-;-;-;-;-;12
"354110 PRESIDENTE ALVES";-;3;9;3;3;-;-;-;-;-;1;-;2;21
"354120 PRESIDENTE BERNARDES";-;-;8;25;42;24;5;5;-;-;-;1;6;116
"354130 PRESIDENTE EPITACIO";-;3;10;34;53;27;16;3;6;-;6;32;83;273
"354140 PRESIDENTE PRUDENTE";-;45;93;377;868;737;360;96;73;21;71;257;675;3673
"354150 PRESIDENTE VENCESLAU";-;41;148;234;67;48;1;-;4;4;4;8;11;570
"354160 PROMISSAO";-;85;154;100;68;6;1;-;-;-;-;-;2;416
"354165 QUADRA";-;-;-;1;-;-;-;-;-;-;-;-;1;2
"354170 QUATA";-;50;91;101;67;9;4;-;-;-;-;1;2;325
"354180 QUEIROZ";-;4;11;23;15;1;-;-;-;1;-;-;-;55
"354190 QUELUZ";-;1;11;203;130;2;-;-;-;1;5;1;2;356
"354200 QUINTANA";-;47;67;43;14;4;-;-;-;1;-;-;-;176
"354210 RAFARD";-;2;10;92;34;12;-;-;-;-;-;8;45;203
"354220 RANCHARIA";-;9;24;191;150;39;8;-;3;1;2;6;2;435
"354240 REGENTE FEIJO";-;3;3;15;61;17;4;-;-;-;9;1;6;119
"354250 REGINOPOLIS";-;2;3;7;4;1;-;-;-;-;-;-;-;17
"354260 REGISTRO";-;6;32;114;112;82;25;5;3;6;1;3;2;391
"354270 RESTINGA";-;-;3;44;43;-;-;-;-;1;-;-;-;91
"354280 RIBEIRA";-;-;-;-;3;1;-;-;-;-;-;-;-;4
"354290 RIBEIRAO BONITO";-;13;53;97;185;82;12;1;-;1;1;1;1;447
"354300 RIBEIRAO BRANCO";-;-;1;3;3;-;-;-;-;-;-;-;-;7
"354310 RIBEIRAO CORRENTE";-;-;-;5;4;8;-;1;-;-;-;-;-;18
"354320 RIBEIRAO DO SUL";-;-;15;45;55;3;-;-;1;1;-;1;3;124
"354323 RIBEIRAO DOS INDIOS";-;-;-;15;2;19;3;1;-;-;-;1;1;42
"354325 RIBEIRAO GRANDE";-;-;5;5;7;-;-;-;-;-;-;-;-;17
"354330 RIBEIRAO PIRES";-;7;12;55;100;33;10;3;1;1;1;2;6;231
"354340 RIBEIRAO PRETO";-;181;176;508;1210;1165;471;165;125;76;104;322;1316;5819
"354350 RIVERSUL";-;-;1;2;-;1;-;-;-;-;-;-;-;4
"354360 RIFAINA";-;90;30;4;-;2;2;-;1;1;-;-;3;133
"354370 RINCAO";-;-;9;46;62;42;7;1;-;-;-;-;-;167
"354380 RINOPOLIS";-;7;54;175;77;33;13;4;2;-;-;1;2;368
"354390 RIO CLARO";-;1906;6011;7672;4668;1179;131;5;2;5;2;7;50;21638
"354400 RIO DAS PEDRAS";-;1;7;64;208;107;25;4;-;2;-;1;-;419
"354410 RIO GRANDE DA SERRA";-;-;2;3;1;-;-;1;-;-;-;-;-;7
"354420 RIOLANDIA";-;2;15;29;64;37;21;10;2;-;-;-;-;180
"354425 ROSANA";-;35;82;177;156;97;37;9;7;-;-;1;5;606
"354430 ROSEIRA";-;-;3;15;94;96;17;-;-;-;1;-;1;227
"354440 RUBIACEA";-;15;63;14;15;10;4;-;-;1;-;2;4;128
"354450 RUBINEIA";-;33;1;-;3;10;1;1;-;-;-;1;6;56
"354460 SABINO";-;1;59;40;18;3;-;-;-;-;-;-;-;121
"354470 SAGRES";-;5;4;17;18;7;-;-;-;-;-;1;-;52
"354480 SALES";-;91;131;103;21;3;-;-;1;1;-;-;-;351
"354490 SALES OLIVEIRA";-;1;-;1;7;5;2;4;2;1;-;2;2;27
"354500 SALESOPOLIS";-;-;1;8;5;6;1;-;-;-;-;1;-;22
"354510 SALMOURAO";-;1;2;36;27;1;8;10;8;-;-;1;1;95
"354515 SALTINHO";-;1;2;11;51;25;-;-;-;-;5;-;-;95
"354520 SALTO";-;24;130;529;628;366;106;12;4;6;7;8;17;1837
"354530 SALTO DE PIRAPORA";-;318;671;534;118;32;1;-;-;1;-;-;5;1680
"354540 SALTO GRANDE";-;2;5;43;36;9;1;-;-;1;-;1;-;98
"354550 SANDOVALINA";-;6;3;6;3;6;4;-;-;-;-;-;-;28
"354560 SANTA ADELIA";-;37;91;103;65;22;8;1;-;-;-;-;4;331
"354570 SANTA ALBERTINA";-;14;51;133;58;6;1;-;1;-;1;2;1;268
"354580 SANTA BARBARA D'OESTE";-;95;389;1166;378;83;7;16;5;12;9;27;45;2232
"354600 SANTA BRANCA";-;-;3;30;65;73;6;5;-;1;1;1;7;192
"354610 SANTA CLARA D'OESTE";-;21;20;9;9;3;4;1;1;-;-;1;5;74
"354620 SANTA CRUZ DA CONCEICAO";-;-;11;7;10;2;-;-;-;-;1;-;2;33
"354625 SANTA CRUZ DA ESPERANCA";-;-;4;7;8;-;-;-;-;-;-;-;-;19
"354630 SANTA CRUZ DAS PALMEIRAS";-;7;66;239;407;169;15;1;1;-;1;-;-;906
"354640 SANTA CRUZ DO RIO PARDO";-;2;21;177;314;212;22;1;-;3;4;5;4;765
"354650 SANTA ERNESTINA";-;1;12;59;99;16;-;-;1;-;1;-;2;191
"354660 SANTA FE DO SUL";-;47;58;89;134;97;29;16;11;10;6;13;25;535
"354670 SANTA GERTRUDES";-;13;88;162;156;46;12;-;1;1;1;2;2;484
"354680 SANTA ISABEL";-;3;13;104;137;56;15;3;-;-;1;1;1;334
"354690 SANTA LUCIA";-;2;4;7;39;37;27;2;2;2;1;-;-;123
"354700 SANTA MARIA DA SERRA";-;1;1;2;11;5;-;-;-;2;-;-;-;22
"354710 SANTA MERCEDES";-;-;6;70;37;4;-;1;-;-;-;-;-;118
"354720 SANTANA DA PONTE PENSA";-;8;28;12;2;2;-;-;-;-;-;-;-;52
"354730 SANTANA DE PARNAIBA";-;21;187;779;304;46;8;1;-;1;1;1;10;1359
"354740 SANTA RITA D'OESTE";-;-;65;88;14;7;2;3;1;-;-;-;-;180
"354750 SANTA RITA DO PASSA QUATRO";-;50;146;287;220;99;12;-;2;2;-;1;5;824
"354760 SANTA ROSA DE VITERBO";-;4;43;119;14;79;51;7;7;-;1;1;3;329
"354765 SANTA SALETE";-;1;6;16;10;6;-;3;3;-;-;-;-;45
"354770 SANTO ANASTACIO";-;1;5;25;63;49;19;3;4;13;2;3;14;201
"354780 SANTO ANDRE";-;49;176;707;1004;294;68;19;4;4;6;11;14;2356
"354790 SANTO ANTONIO DA ALEGRIA";-;-;-;8;3;5;1;-;-;-;-;-;-;17
"354800 SANTO ANTONIO DE POSSE";-;50;310;979;1087;540;86;5;5;4;11;23;9;3109
"354805 SANTO ANTONIO DO ARACANGUA";-;3;25;34;14;-;-;-;-;-;-;-;-;76
"354810 SANTO ANTONIO DO JARDIM";-;2;-;22;32;11;1;-;-;-;-;-;1;69
"354820 SANTO ANTONIO DO PINHAL";-;-;2;-;2;3;1;-;-;-;-;-;-;8
"354830 SANTO EXPEDITO";-;-;1;2;3;1;-;-;-;-;-;-;-;7
"354840 SANTOPOLIS DO AGUAPEI";-;1;3;10;32;2;-;-;-;-;-;-;1;49
"354850 SANTOS";-;97;365;2484;2639;1223;287;84;58;36;75;159;189;7696
"354860 SAO BENTO DO SAPUCAI";-;1;-;4;9;5;-;-;-;-;-;-;-;19
"354870 SAO BERNARDO DO CAMPO";-;84;345;1600;2176;763;134;27;13;11;15;38;68;5274
"354880 SAO CAETANO DO SUL";-;13;65;463;445;130;24;3;2;4;6;3;12;1170
"354890 SAO CARLOS";-;215;1590;3807;2061;119;45;36;23;56;52;218;356;8578
"354900 SAO FRANCISCO";-;-;1;1;13;7;2;3;9;10;3;2;1;52
"354910 SAO JOAO DA BOA VISTA";-;216;1334;1855;1571;614;85;4;-;2;-;2;14;5697
"354920 SAO JOAO DAS DUAS PONTES";-;10;18;35;43;6;3;4;-;-;-;-;-;119
"354925 SAO JOAO DE IRACEMA";-;1;-;1;2;-;-;4;-;-;-;-;-;8
"354930 SAO JOAO DO PAU D'ALHO";-;1;1;5;6;4;2;-;-;-;-;9;5;33
"354940 SAO JOAQUIM DA BARRA";-;11;28;168;347;224;40;7;5;2;5;7;23;867
"354950 SAO JOSE DA BELA VISTA";-;1;3;5;1;-;-;-;-;-;-;29;14;53
"354960 SAO JOSE DO BARREIRO";-;8;18;37;14;4;3;-;-;-;1;-;-;85
"354970 SAO JOSE DO RIO PARDO";-;10;90;350;382;205;45;8;1;4;1;-;2;1098
"354980 SAO JOSE DO RIO PRETO";-;648;1703;4212;7413;5810;2119;547;309;127;174;188;388;23638
"354990 SAO JOSE DOS CAMPOS";-;209;842;3993;5478;3702;580;53;22;27;38;70;126;15140
"354995 SAO LOURENCO DA SERRA";-;-;2;21;19;4;-;-;-;-;-;-;-;46
"355000 SAO LUIS DO PARAITINGA";-;1;1;5;8;4;-;-;-;1;-;-;3;23
"355010 SAO MANUEL";-;-;24;145;130;33;4;1;-;-;2;-;-;339
"355020 SAO MIGUEL ARCANJO";-;2;7;33;23;10;-;-;-;-;-;-;2;77
"355030 SAO PAULO";-;1381;7707;27877;14976;5738;921;377;156;103;156;269;687;60348
"355040 SAO PEDRO";-;8;28;111;146;77;13;1;-;-;-;-;2;386
"355050 SAO PEDRO DO TURVO";-;18;153;129;-;-;-;-;-;-;-;-;1;301
"355060 SAO ROQUE";-;13;115;313;364;84;6;1;2;2;-;6;5;911
"355070 SAO SEBASTIAO";-;51;285;2168;2046;637;89;6;1;-;1;5;-;5289
"355080 SAO SEBASTIAO DA GRAMA";-;2;6;11;7;10;-;-;-;-;-;-;1;37
"355090 SAO SIMAO";-;1;9;38;64;115;28;4;-;-;1;5;31;296
"355100 SAO VICENTE";-;7;21;163;175;235;73;7;2;1;1;3;3;691
"355110 SARAPUI";-;2;6;8;39;7;-;-;-;-;-;-;-;62
"355120 SARUTAIA";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"355130 SEBASTIANOPOLIS DO SUL";-;1;2;3;1;2;2;-;-;-;1;-;-;12
"355140 SERRA AZUL";-;4;11;37;49;94;15;1;-;-;4;3;3;221
"355150 SERRANA";-;5;22;73;144;95;13;9;2;5;3;2;20;393
"355160 SERRA NEGRA";-;11;30;102;66;16;1;-;-;-;1;2;-;229
"355170 SERTAOZINHO";-;26;21;80;162;172;92;25;7;22;21;51;392;1071
"355180 SETE BARRAS";-;1;4;25;1;6;1;-;-;-;-;-;-;38
"355190 SEVERINIA";-;17;32;69;43;8;4;-;-;-;-;1;1;175
"355200 SILVEIRAS";-;2;-;3;3;4;1;-;-;-;-;-;-;13
"355210 SOCORRO";-;3;21;151;222;112;17;1;-;2;-;-;1;530
"355220 SOROCABA";-;2961;15531;24771;13137;1592;134;18;10;4;5;7;34;58204
"355230 SUD MENNUCCI";-;8;72;163;89;77;6;4;-;2;3;4;5;433
"355240 SUMARE";-;860;2522;5196;3801;986;151;13;3;7;30;64;67;13700
"355250 SUZANO";-;5;20;76;118;63;18;3;-;1;-;1;6;311
"355255 SUZANAPOLIS";-;5;4;65;52;47;19;3;-;-;-;1;3;199
"355260 TABAPUA";-;64;160;196;126;125;25;3;-;-;-;-;1;700
"355270 TABATINGA";-;-;8;154;87;60;9;5;1;-;-;-;-;324
"355280 TABOAO DA SERRA";-;12;83;931;1352;484;46;2;2;4;4;3;17;2940
"355290 TACIBA";-;-;1;2;10;2;1;-;1;-;-;-;3;20
"355300 TAGUAI";-;-;1;1;15;12;2;1;-;-;-;-;-;32
"355310 TAIACU";-;-;4;20;25;32;11;-;3;2;5;6;3;111
"355320 TAIUVA";-;-;8;17;25;13;7;3;6;-;-;1;14;94
"355330 TAMBAU";-;11;54;424;867;348;45;10;-;2;1;-;3;1765
"355340 TANABI";-;264;683;444;210;133;26;1;4;-;4;4;13;1786
"355350 TAPIRAI";-;-;1;1;2;-;-;2;1;-;-;-;-;7
"355360 TAPIRATIBA";-;1;43;128;113;47;1;-;-;-;-;-;-;333
"355365 TAQUARAL";-;1;2;13;15;4;-;-;-;-;-;-;-;35
"355370 TAQUARITINGA";-;7;19;43;182;144;43;18;5;2;6;19;32;520
"355380 TAQUARITUBA";-;-;3;31;23;10;2;-;-;-;-;-;1;70
"355385 TAQUARIVAI";-;-;-;3;6;-;-;-;-;-;-;-;-;9
"355390 TARABAI";-;-;2;25;26;8;3;1;-;-;-;1;1;67
"355395 TARUMA";-;244;128;55;51;32;1;2;-;2;-;-;3;518
"355400 TATUI";-;11;40;143;204;144;27;5;4;-;-;-;1;579
"355410 TAUBATE";-;68;106;531;959;597;194;23;6;8;21;55;112;2680
"355420 TEJUPA";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"355430 TEODORO SAMPAIO";-;2;9;20;43;22;3;1;-;1;-;6;4;111
"355440 TERRA ROXA";-;1;1;45;42;16;7;2;2;-;-;-;1;117
"355450 TIETE";-;7;24;91;140;96;9;2;-;1;-;2;5;377
"355460 TIMBURI";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"355465 TORRE DE PEDRA";-;-;-;3;1;2;2;-;-;-;-;-;-;8
"355470 TORRINHA";-;-;8;15;11;2;-;-;-;-;-;-;1;37
"355475 TRABIJU";-;125;1;-;1;-;-;-;-;-;-;-;5;132
"355480 TREMEMBE";-;3;7;56;73;44;13;-;3;7;8;7;29;250
"355490 TRES FRONTEIRAS";-;6;16;51;85;17;3;6;4;3;-;-;-;191
"355495 TUIUTI";-;-;-;1;3;-;1;-;-;-;1;1;2;9
"355500 TUPA";-;58;168;707;870;390;187;24;9;5;3;4;6;2431
"355510 TUPI PAULISTA";-;23;187;318;296;100;10;3;-;-;-;-;-;937
"355520 TURIUBA";-;1;1;24;37;7;4;4;-;-;-;-;-;78
"355530 TURMALINA";-;-;4;22;2;3;9;4;-;-;-;-;-;44
"355535 UBARANA";-;2;15;53;98;27;10;13;5;-;1;2;2;228
"355540 UBATUBA";-;47;85;752;1021;789;336;12;4;7;1;4;19;3077
"355550 UBIRAJARA";-;70;34;4;-;-;-;-;-;-;-;-;-;108
"355560 UCHOA";-;5;73;168;84;24;3;1;-;-;1;-;1;360
"355570 UNIAO PAULISTA";-;-;1;3;3;7;2;1;1;-;-;-;3;21
"355580 URANIA";-;16;105;270;301;141;46;7;3;47;18;2;1;957
"355590 URU";-;11;2;13;2;-;-;-;-;-;-;1;1;30
"355600 URUPES";-;7;29;69;23;20;3;-;-;-;-;2;1;154
"355610 VALENTIM GENTIL";-;6;24;17;26;18;1;13;8;3;-;1;2;119
"355620 VALINHOS";-;35;280;573;405;91;13;3;2;2;2;5;11;1422
"355630 VALPARAISO";-;35;40;78;137;108;36;5;2;-;2;1;11;455
"355635 VARGEM";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"355640 VARGEM GRANDE DO SUL";-;16;43;286;291;109;40;13;2;-;-;-;1;801
"355645 VARGEM GRANDE PAULISTA";-;3;20;56;63;19;4;-;1;1;-;-;1;168
"355650 VARZEA PAULISTA";-;16;163;616;586;147;13;-;1;-;-;-;2;1544
"355660 VERA CRUZ";-;20;126;177;58;6;1;-;1;-;-;-;1;390
"355670 VINHEDO";-;37;219;493;316;77;5;-;-;-;-;1;5;1153
"355680 VIRADOURO";-;40;66;60;4;1;4;1;-;-;1;-;3;180
"355690 VISTA ALEGRE DO ALTO";-;3;23;54;23;10;8;1;6;-;-;-;-;128
"355695 VITORIA BRASIL";-;-;4;7;15;24;10;3;-;-;2;11;47;123
"355700 VOTORANTIM";-;70;425;949;184;118;9;5;-;1;1;3;7;1772
"355710 VOTUPORANGA";-;110;183;178;389;345;107;41;14;12;20;30;26;1455
"355715 ZACARIAS";-;7;51;108;6;2;2;-;-;-;-;-;-;176
"355720 CHAVANTES";-;1;1;18;36;65;6;1;2;1;-;1;-;132
"355730 ESTIVA GERBI";-;8;213;202;64;51;13;-;-;1;2;-;1;555
"Total";1;45951;123741;251556;201734;84149;17785;3877;2167;1622;2124;4203;10309;749219
 Fonte: Ministério da Saúde/SVSA - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Para os casos prováveis foram incluídas todas notificações, exceto casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB
 (Coordenação Geral de Vigilância de Arboviroses - CGARB) em sua série histórica, que para tal, realiza análise ano a ano, com a base congelada para cada ano analisado.
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de
 alarme e dengue grave) é necessário considerar também o critério de confirmação (laboratorial e clínico-epidemiológico).
 A partir de 2020 o estado do Espírito Santo passou a utilizar o sistema e-SUS Vigilância em Saúde. Portanto, para os casos de Arboviroses urbanas do Espírito Santo
 foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e chikungunya) e Sinan Net (zika).
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos e semana epidemiológica, em cada período pode apresentar notificações com data de
 notificação do ano anterior (semana epidemiológica 52 ou 53) e posterior (semana epidemiológica 01).
 Para cálculo da incidência recomenda-se utilizar locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 23/07/2021.
 Dados de 2021 atualizados em 12/07/2022.
 Dados de 2022 atualizados em 18/07/2023.
