DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - São Paulo
Casos Prováveis por Município de notificação e Mês 1º Sintoma(s)
Período:2009
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"355270 TABATINGA";-;-;1;-;-;-;-;-;-;-;-;6;7
"355280 TABOAO DA SERRA";2;4;19;11;10;1;-;-;-;-;-;1;48
"355290 TACIBA";-;1;-;1;-;-;-;-;-;-;-;-;2
"355310 TAIACU";-;-;-;-;1;-;-;-;-;-;-;2;3
"355320 TAIUVA";-;-;1;-;-;-;-;-;-;-;-;-;1
"355340 TANABI";9;21;85;61;17;-;4;-;1;1;-;1;200
"355360 TAPIRATIBA";-;-;-;-;1;-;-;-;-;-;-;-;1
"355370 TAQUARITINGA";-;-;3;18;32;13;3;3;1;2;-;5;80
"355380 TAQUARITUBA";-;-;-;-;-;-;-;-;-;-;2;-;2
"355400 TATUI";1;1;-;-;-;-;-;-;-;-;-;1;3
"355410 TAUBATE";1;2;6;1;-;-;-;-;-;1;-;3;14
"355430 TEODORO SAMPAIO";1;-;-;-;-;-;-;-;-;-;-;2;3
"355490 TRES FRONTEIRAS";-;-;-;-;-;-;-;-;-;-;-;10;10
"355495 TUIUTI";-;-;-;-;1;-;-;-;-;-;-;-;1
"355500 TUPA";-;-;8;1;1;2;-;-;-;-;3;2;17
"355510 TUPI PAULISTA";-;-;-;-;-;-;-;-;-;1;-;-;1
"355535 UBARANA";-;-;1;-;-;-;-;-;-;-;-;-;1
"355540 UBATUBA";-;-;2;-;-;-;-;-;-;-;-;-;2
"355560 UCHOA";-;-;2;4;1;-;-;-;1;1;-;-;9
"355580 URANIA";1;1;-;-;-;-;-;-;-;-;-;1;3
"355610 VALENTIM GENTIL";-;-;8;2;-;-;-;-;-;-;-;-;10
"355620 VALINHOS";3;1;4;-;-;1;-;-;-;-;1;4;14
"355630 VALPARAISO";-;-;-;-;-;1;-;-;-;-;-;1;2
"355645 VARGEM GRANDE PAULISTA";1;-;1;-;-;-;-;-;-;-;-;-;2
"355650 VARZEA PAULISTA";-;-;-;1;-;-;-;-;-;-;-;-;1
"355670 VINHEDO";-;-;-;1;-;-;-;-;-;-;-;-;1
"355680 VIRADOURO";-;-;-;-;-;1;-;-;-;-;-;-;1
"355690 VISTA ALEGRE DO ALTO";-;1;-;-;-;-;-;-;-;-;1;-;2
"355695 VITORIA BRASIL";-;-;-;-;1;-;-;-;-;-;-;-;1
"355700 VOTORANTIM";-;7;2;1;-;1;1;-;-;-;-;1;13
"355710 VOTUPORANGA";39;39;113;103;55;13;12;9;19;12;13;18;445
"355720 CHAVANTES";-;-;-;1;-;-;-;-;-;-;-;-;1
"Total";827;902;2242;2545;1849;538;249;135;118;282;601;1796;12084
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados,
   pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG)
   em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico.
   A partir de 2013, deve-se incluir, além dos casos graves, aqueles com classificação final dengue.
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
